,Unnamed: 0,content,label,origin,cnn,bilstm,svm
551,3554,"这个 点 , 应该 没有 人 还 没 睡 吧 。 [ 熊猫 ] [ 熊猫 ]",0,3,3,3,3
552,3555,快 不行 了   肚子 疼   腰 酸   浑身 没劲 儿   下午 还要 忙 。 。,3,3,2,2,2
553,3556,此 去 经年,0,0,0,0,0
554,3557,"真心 累 , 真心 忙 , 真心 不 想 上 学堂 [ 抓狂 ]",3,3,2,2,1
555,3558,"有 个 土豪 吧 友 真 好 , 他 居然 有 一万 多 m 值 , 他 答应 帮 我 换 票 了",1,1,1,3,1
556,3559,let   it   be [ 泪 ],2,2,5,2,0
557,3560,"我 明白 了 啥 叫 差距 , 我 以前 真是 想 错 了 … …",2,2,2,2,2
558,3561,好像 晚上 不 吃饭   也 没有 想象 中 那么 饿 喔 [ 困 死 了 ],0,3,2,2,2
559,3562,剪 个 二 逼 头 迎 元旦   但愿 新年 不 二 逼,2,4,1,5,1
560,3563,出发 中 … 前往 广州 … 同学 们 迟 d 见 哈 ! 开心 ing …,5,5,5,5,5
561,3564,我 要 领 结婚 证 了   没 啥 期待 . 心情 复杂   这 是 婚前 恐惧 症 吗   ? ?,2,2,2,2,3
562,3565,我 还 没 睡 还 没 睡 竟然 还 没 睡,4,4,2,4,3
563,3566,一日三餐   吃 2 餐 面 [ 抓狂 ],3,0,5,3,0
564,3567,体检 神马 的 好 怕 怕 啊 ~ @ 虞 舒然 lady   [ 委屈 ],0,5,5,2,5
565,3568,"10:50 大堂 中饭 , 现在 我 好 饿 好 饿 好 饿 啊 [ 泪 ]",2,2,2,2,2
566,3569,谁 晚上 有空 陪 我 吃饭 看 电影 啊 ~ ~ ~ ~ ~,0,5,5,5,5
567,3570,不 悔 梦 归 处   只 恨 太 匆匆,2,3,3,3,2
568,3571,等待 桩 考 中 、 我 一点 也 没有 把握 ! [ 泪 ],2,2,2,2,1
569,3572,下午 有 乜 搞 捏 ?,0,3,3,3,3
570,3573,今年 不 知道 为什么   迷彩 外套 莫名其妙 就 烂 大街 了,3,4,3,3,3
571,3574,"爷 在 香港 , 好 远 好 远 ! !",0,1,1,1,1
572,3575,sos 。 。 。 。 。 。 。 。 。 。 。 。 。 。 。 。 。 。 。 。 。 。 [ 泪 ],2,2,2,2,0
573,3576,欲 速 则 不 达 !,0,0,5,1,4
574,3577,买 的 裙子 很 合身 刚刚 好,1,5,5,5,1
575,3578,内心 相当 地 纠结 ~ ~ ~,2,2,2,2,5
576,3579,肚子 好 饿 啊 . ~ ~ ~ ~ [ 泪 ] [ 泪 ] [ 泪 ],2,2,2,2,5
577,3580,"我 20 岁 , 在 成都 , 要 去 丽江 。",0,1,1,1,0
578,3581,还有 比 吃 着 饭 停电 更 恐怖 的 么,3,3,3,3,3
579,3582,"刚 有 个 客人 说 我 像 85 年 的 , 有 吗   我 有 这么 老 吗 ? ? ?",4,4,3,4,3
580,3583,"我 好 想 回到 高三 , 因为 希望 就 在 你 眼前 明晃 !",1,1,1,1,2
581,3584,"日出 东方 , 快快 起床 , 每天 保持 5 点 59 分 !",0,0,0,0,0
582,3585,"今日 入手 一 只   龟 , 求 起名 。 [ 心 ]",1,1,1,0,0
583,3586,搵 不到 华星 三宝 拉 阔 视频 啊   555555555 [ 泪 ],2,2,2,2,1
584,3587,"又 一 年 annual   dinner , 班车 上 。",2,2,0,2,0
585,3588,"明天 , 海 吃 海 喝 。",1,1,0,0,5
586,3589,我 快 长 蘑菇 了 ! 必要 的 时候 大家 可以 来 收割 !,0,5,5,5,5
587,3590,明信片 明信片 。 私 信 地址 我,0,1,1,1,0
588,3591,大学 同学 都 在 创业 。 。 。 表示 压力 大 啊 [ 霹雳 ] @ fanny 露,0,1,2,2,2
589,3592,hope   every   thing   is   gonna   be   alright . [ 泪 ],2,2,2,2,0
590,3593,"谁 跟 我 提 喝酒 和 谁 急 , 今天 尼玛 不用 上班 了 !",4,4,4,4,4
591,3594,才 几 号 啊 … … … … 就 没 流量 了,2,2,2,2,2
592,3595,"回到 这 没 水 的 7 栋 心情 特别 烦躁 , 去 死去 死去 死",4,4,3,2,2
593,3596,[ 可爱 ] [ 爱 你 ],1,1,5,1,0
594,3597,"打开 微薄 都 不知 发 咩 好 , 老 了 老 了",2,3,2,3,3
595,3598,抑制 不住 的 想 要 发泄 。 我 还是 选择 沉默 。,2,2,0,0,0
596,3599,"不管 怎么 纠结 , 四级 成绩 已经 在 那里 了 , 不 悲 不 喜 。 。 。",0,2,2,2,2
597,3600,彻底 的 一 班 装 b 的 傻 b ! 老子 才 懒 的 叼 ! 捱 埋 今年 say   bye !,4,4,4,3,3
598,3601,"找 人 吃饭 都 困难 了 , 唉 …",2,2,2,2,2
599,3602,"西安 比 成都 还 热 , 唉 [ 崩溃 ]",2,2,2,2,3
600,3603,浪漫 开心 要 付出 代价 . . . . . . . 珍惜 眼前 . . . . . .,5,5,5,5,5
601,3604,yy 上 所谓 的 pia 戏   我 真的 是 无法 直视 啊 。 。 。 。 手 贱 啊 ! !,4,2,2,2,2
602,3605,早上 好 ~ .   今天 起来 看见 外面 有 那么 一点 白 . 下雪 了,0,1,1,5,5
603,3606,请 给 我 一个 能够 快速 说服 自己 起床 的 理由 ~ [ 抓狂 ] [ 抓狂 ] [ 抓狂 ],3,2,0,0,0
604,3607,"我们 这里 庙 小 大 和尚 来 的 却 挺 多 , 真 郁闷",2,1,1,1,1
605,3608,累 [ 悲伤 ],2,2,2,2,2
606,3609,"希望 , 还是 绝望 ?",0,1,1,1,1
607,3610,"啧 啧啧 … 诺言 其实 无关 未来 , 只是 为了 美化 现在 。",0,0,0,0,0
608,3611,我 是 不是 又 说 错 话 得罪 人 了 ? [ 黑线 ],2,4,3,3,3
609,3612,"还是 家里 舒服 啊 , 我 是 超级 无敌 大 宅女 , 怎么 办 [ 泪 ]",2,2,2,2,1
610,3613,"又 减 负荷 了 , 还是 没有 负荷 , 什么 气候 双 停 呢 ? [ 馋嘴 ]",3,3,3,3,3
611,3614,忽然 想 吃 何 耀文 的 寿司 了 . . .,0,1,2,1,2
612,3615,"中石化 加油 电子 充值 卡 , 面额 300 , 转让 。",0,1,1,0,0
613,3616,[ 围观 ],0,0,5,0,0
614,3617,"终于 可以 用 学校 的 无线 咯 , oh , yeah !",5,5,5,5,5
615,3618,来 了 1 群 师妹 [ 生病 ],0,0,5,5,5
616,3619,"又 开始 犯困 , 难道 感冒 药 真 吃 不得 ? ? ?",3,3,3,3,3
617,3620,"广州 的 习俗 是 冬至 大 过年 , 北方 人 是 不是 今天 要 吃 饺子 的 ?",0,0,0,0,0
618,3621,"发烧 第 十 天 , 住院 检查 , 还是 不道 啥 原因 , 真 愁 人 [ 生病 ]",2,3,3,3,0
619,3622,我 想 知道 第 六 期 第 几   迫切 想 知道 [ 抓狂 ],0,2,2,2,2
620,3623,"嗯 嗯 , 有 进步 就要 继续 努力 ! 向 目标 进发 ! !",1,1,1,1,1
621,3624,[ 失望 ] [ 失望 ] [ 失望 ] 求 抱抱,2,2,1,2,1
622,3625,现在 还有 盗 支付 宝号 的 ? ? 真是 够 了 [ 怒骂 ] [ 鄙视 ],4,3,3,3,5
623,3626,回 校 了 [ 白云 ],0,5,5,2,3
624,3627,[ bofu 扭 ] 好多 二中 的 人 报 了 广东 科学 技术 职业 学校 。 [ 熊猫 ],0,5,3,5,3
625,3628,[ 思考 ],0,0,5,0,0
626,3629,"汪涵 何炅 各有千秋 , 谁 不 差 谁 。 。 虽然 更 喜欢 何 的 风格 [ 口罩 ]",1,3,1,1,1
627,3630,"好 烦 好 烦 , 搞 到 呢 几 日食 悟 安 、 训 悟 落 [ 哼 ] [ 哼 ] [ 哼 ]",3,3,3,3,3
628,3631,冷 哇 !,0,5,5,1,4
629,3632,"古牧 是 姐 的姐 的 梦想 , 可是 , 姐 又 舍 不得 大米 . . . . . .",0,1,1,1,1
630,3633,怎么 会 碰到 这么 恶心 的 房东 啊 ! ! ! 忍不住 骂 脏话 ! 妹子 的 ! ! !,4,4,4,4,4
631,3634,降温 了 [ 落叶 ],2,5,5,5,5
632,3635,"去 到 鹅城 吾 够 半 个 钟 , 走人 ! ! 向下 一 站 继续 出发 !",4,5,0,5,5
633,3636,"点 解 滴 妈妈 要 在 露天 喂奶 , 唔 通 乳房 要 吸收 日月 精华 ?",0,1,0,0,0
634,3637,"我 爸 突然 打 了 个 电话 给 我 , 问 我 要 不要 当兵 … …",0,4,2,2,2
635,3638,今天 心烦,3,0,0,0,5
636,3639,原来 风 四 娘 是 吴 奇隆 前妻 啊 [ 衰 ],0,2,3,3,3
637,3640,[ 打 哈气 ]   请 叫 我 紧张 、,0,0,5,0,0
638,3641,"cold   air , please   donot   come ! ! ! 我 要 去 毕业 旅游 ~ ~ ~ ~",1,1,1,1,5
639,3642,"晕 掉 , 谁 帮 我 改名 啦 ? ? 外 区 isa 叫 我 ruru [ 可怜 ] [ 晕 ]",0,2,4,2,3
640,3643,毛 出 疹子 ! [ 泪 ],2,2,4,2,4
641,3644,"我 很 佩服 开发 系统 的 人 , 杂 个 复杂 杂 个 来",3,3,1,3,3
642,3645,"这 两 天 看 澳网 男单 的 人 , 没准 就要 去 心脏 科 挂号",0,3,3,3,3
643,3646,晚上 是 吃 麦当劳 呢 还是 麻辣 烫 呢 [ 思考 ] [ 思考 ] [ 思考 ],0,3,3,3,3
644,3647,金牛 座 的 女人 的确 有点 恐怖 啊 . . . . . .,3,3,3,3,3
645,3648,"悲 催 了 。 。 。 床垫 高度 才 5cm 不到 , 没 办法 用 床 栏 。 。 。 [ 囧 ]",2,2,2,2,2
646,3649,"搅 肚 , 痛 两 天 了 [ 生病 ] [ 生病 ]",2,2,2,2,2
647,3650,小强 表哥 突然 入侵   我 很 忧虑 [ 抵消 ],2,2,2,2,2
648,3651,"48 天 咯 , 20130105",0,5,0,0,0
649,3652,我 只有 在 思考 人生 真谛 的 时候 才 会 失眠,2,2,2,2,0
650,3653,我 亲爱 的 表妹 居然 已经 高 我 一个 半头 有 多 了 … [ 泪 ] [ 泪 ],2,2,2,2,5
651,3654,心 在 降温 ! 冷 的 我 直 发颤 !,2,2,2,2,2
652,3655,"倒霉 。 。 。 手机 掉 厕所 里 了 , 到 现在 还 开 不 了 机 。 。 。",3,3,2,2,2
653,3656,又 无聊 了 。 。 。,3,3,3,3,2
654,3657,坑,3,3,3,3,3
655,3658,嗓子 疼,2,0,0,0,0
656,3659,很 不错 的 抓饭,1,1,1,1,1
657,3660,我 终于 决心 把 某个 人 黑 名单 了 ! 哦 也 !,4,5,5,5,5
658,3661,"疯狂 的 想 回家 ~ 想 爸爸 想 妈妈 ~ ~ 在 唐山 的 夏天 , 是 冷 的 。",2,1,1,1,1
659,3662,成 晚 训 悟 着 [ 泪 ],2,2,1,2,0
660,3663,需要 拯救 [ 委屈 ],2,0,0,0,0
661,3664,"中午 没 睡觉 , 结果 大脑 灵敏 度 直线 下降 。 。 。",0,0,2,0,0
662,3665,成 了 [ 耶 ],5,5,5,5,3
663,3666,[ 可怜 ] 第 一 次 一个 人 留宿 。 [ 泪 ] 有点 怕 。,2,2,2,2,2
664,3667,羽绒 衣 是 个 问题 … … ! 我 果然 去 不 了 北方 !,4,4,3,3,3
665,3668,啥 时候 带 姐 我 去 次,0,5,2,2,2
666,3669,精 。 神 。 压 。 力 。 好 。 大 。 [ 委屈 ],2,1,1,1,1
667,3670,"我 要 出去 感受 第 一 场 雪   , 谁 也 别 拦 着 我",0,2,2,2,2
668,3671,"不要 让 我 有 想 放弃 的 感觉 。 。 。 , , 这样 没 意思 。 。",3,2,2,2,2
669,3672,为什么 我 每天 都 饿 每天 都 困 ~,2,2,2,2,2
670,3673,貌似 今天 会 稍微 轻松 一些,1,0,0,0,0
671,3674,我 煮 的 面 怎么 可以 这么 好吃 ! ! [ 得意 地 笑 ] [ 笑 哈哈 ],5,5,1,5,1
672,3675,"那 男 的 太 逊 了 , 她 都 看 不 上 ~ 自然 我 也 就 没有 了 破坏 的 念头 啦 ~",0,5,5,5,5
673,3676,"竟然 决定 了 , 就 出发 吧 ~ ~ ~ go   go   go",5,5,5,5,5
674,3677,我 未知 的 恋人 你 在 哪 ? 我 饿 了 。,0,2,2,2,2
675,3678,"对 日本 不满 , 可恨 我 又 难以 割舍 日本 文学",1,1,3,3,3
676,3679,多 想 无益   脚踏实地,0,0,0,0,0
677,3680,聪明 的 人 应该 出现 在 正确 的 时间 。 [ 下雨 ],0,0,0,0,0
678,3681,胃 又 痛 了 。 。,2,2,2,2,2
679,3682,"忽然 变得 不会 聊天 了 , 满 手机 屏 大 些 的 尴尬 。 [ 生病 ]",2,0,2,2,2
680,3683,明天 去 验 下 视力 [ 怒骂 ] 我 想 参军 。,0,2,2,2,5
681,3684,"驾校 师傅 技能 好多 啊 , 狂暴 了 还要 嘲讽 。 。 。 [ 黑线 ]",3,2,2,2,3
682,3685,最后 被 屈服 … [ 抓狂 ] 反 到 屋,0,2,2,2,2
683,3686,下次 产检 要么 我 也 带 点 毛线 过来 织 织 [ 打 哈气 ] [ 打 哈气 ],0,0,2,0,5
684,3687,比 去年 的 这个 时候 胖 十 斤   干 ! ! !,4,1,4,1,1
685,3688,"不 听 , 不 看 , 不 想 。 自己 的 脆弱 自己 抗 。",2,3,2,2,2
686,3689,"宝贝 起床 了 , 天 呐 ~",5,5,5,5,5
687,3690,"头晕 , 不 舒服 啊 …",2,2,2,2,2
688,3691,扁桃 体 化脓   痛 死 了   估计 要 去 挂 盐水 的,2,4,2,3,3
689,3692,放开 你 亦 等于 放开 我 自己 !,3,2,0,0,0
690,3693,"好不 容易 下 决心 去 , 结果 给 我 休息 一 刚 。 。 。 。",0,0,0,0,0
691,3694,只 为了 那 一 句 不 辜负 …,2,2,2,0,0
692,3695,什么 时候 能 说 句 话 呢 ?,0,0,3,3,0
693,3696,"我 就是 个 知心 姐姐 。 只 会 医 别人 的 心 , 却 医 不 了 自己 。",2,2,5,2,2
694,3697,"睡 前 许 个 愿 , 再 长 高三 厘米 ~",1,0,1,1,1
695,3698,有 木 有 觉得 伊 恩惠 特别 好看,1,1,1,1,1
696,3699,你 永远 无法 理解 。,2,2,2,2,2
697,3700,明天 干嘛 呢   干嘛 呢   忽然 闷 的 慌 ~ [ bed 凌乱 ],2,2,3,2,3
698,3701,吃 上 就 好 [ 嘻嘻 ] [ 嘻嘻 ],5,5,5,5,5
699,3702,"权益 部 消失 多久 了 , 总算 出来 了",0,3,2,2,2
700,3703,"自欺欺人 , 自作自受 , 自食其果 。 哈 哈哈 。 。 。 。 。 。",2,5,5,5,0
701,3704,现在 应该 说 点 什么 ? 自己 向往 已 久 的 西藏 ?,0,3,3,3,0
702,3705,"睡 了 十一 个 半 钟头 , 心满意足 地 去 觅食 了 。 。 。",5,0,0,0,0
703,3706,一定 要 诅咒 偷 我 手机 跟 钱 的 人 不得 好 死 ! ! ! ! ! [ 怒 ],4,4,4,4,4
704,3707,今天 真 好   买 了 手机 了   嘻嘻   爽爽   哈哈 ~ ~ 走 了 个 下午 了,5,5,5,5,5
705,3708,害怕 离去 。 。 。,2,0,0,0,0
706,3709,我 擦 你 看 你 那 小 女人 样,0,0,3,3,3
707,3710,2013-07-14 ~ 2013-07-20 .   mark .,0,1,5,0,0
708,3711,"闺女 第 一 次 坐 火车 , 跟 爸爸 妈妈 , 姥姥 姥爷 一起 回 上海 !",5,5,5,5,5
709,3712,"又 是 没 课 的 日子 , 看 电视 剧 打发 时间",0,3,2,2,2
710,3713,so   anyone   good   night,1,1,0,0,0
711,3714,回家 ! 今晚 一定 睡 得 香 !,1,1,1,1,1
712,3715,我 勒 个 去 ! 又 被 自己 的 咕噜 声 吵醒 [ 泪 ],2,2,2,2,4
713,3716,这 图 [ 汗 ] [ 汗 ] [ 汗 ],0,3,5,2,0
714,3717,草 ! [ 怒 ] [ 怒 ] [ 怒 ] [ 怒 ] [ 怒 ] 竟然 比 我 遇到 色狼,4,4,4,4,3
715,3718,"求 缓解 腿 胀 , 关节 炎 的 秘方",0,0,0,0,2
716,3719,"power 哥 、 captain   cool 、 唐 亦琛 , 最近 的 大叔 真 要命 啊 … …",0,3,1,1,1
717,3720,"安全 到家 ! 很 幸运 , 雷声 大 , 雨点 小 ! 呵 ~",5,5,5,5,1
718,3721,"身体 不适 , 我 要 保重 。 [ 神马 ] [ 浮云 ] [ 神马 ] [ 浮云 ]",0,5,2,0,1
719,3722,看到 护肤 品 打折 就 走不动 了,0,3,3,3,5
720,3723,"尼玛 啊 , 148 都 不 进站 , 坑 爹 呢",4,3,3,3,3
721,3724,连续 三 天 枫林 本部 来回 了 … …,0,2,2,2,2
722,3725,出去 骑车,0,0,0,0,0
723,3726,"我 曾经 认真 地 说 爱 你 , 如今 也 认真 地 说 分手 。 — 某某 人士",2,2,1,1,0
724,3727,忍 别人 不能 忍 的 。   做 别人 不能 做 的 。   想 别人 不能 想 的 。,0,0,0,0,2
725,3728,"再 这样 下去 , 我 会 否 瞎 ?",0,2,2,2,3
726,3729,咋 都 回国 了 ? ? 都 放假 ? ?,0,3,3,3,3
727,3730,"心情 不 爽 , 想 扎 耳洞 [ 有 鸭梨 ]",2,2,2,2,2
728,3731,"我 去 , 最近 很 喜欢 听 轻 音乐 啊 。 。 。 [ 不倒翁 ]",1,1,1,1,1
729,3732,[ 泪 ] [ 泪 ] [ 泪 ] [ 泪 ] [ 泪 ] [ 泪 ] [ 泪 ] [ 泪 ] [ 泪 ] [ 泪 ] [ 泪 ] [ 泪 ] [ 泪 ] [ 泪 ] [ 泪 ] [ 泪 ],2,2,5,2,0
730,3733,蓝精灵 伴 我 入眠 … … 晚安 !,5,5,5,5,2
731,3734,地铁 只 收 硬币 ' 带 包 的 要 排队 安检 [ 怒 ],4,4,3,4,0
732,3735,可 算 蒙 完 呢   累死 我 了 [ 衰 ] [ 衰 ] [ 衰 ],2,2,2,2,2
733,3736,[ 爱 ],1,1,0,0,0
734,3737,你 可以 再 冷淡 一点   ( 最 讨厌 打 电话,3,3,3,3,1
735,3738,起床   不 起床   起床   不 起床   纠结 中   ( - _ - ) zz,0,0,0,0,0
736,3739,"筒子 们 , 你们 到 哪里 去 了 ~ 一个 关机 , 一个 不 接 电话 [ 熊猫 ]",0,3,3,2,5
737,3740,欲求 不满 的 一 天 。 。 哎 。 。 如何 满足 饥渴 的 心 啊 。 。 。 [ 泪 ],2,2,2,2,2
738,3741,"露露 说 我 的 胃 好 强大 , 告诉 我 这 是 在 夸 我 [ 可怜 ] [ 可怜 ] [ 衰 ]",2,2,5,2,1
739,3742,剪 了 一个 巨 傻 巨 傻 巨 傻 的 头发 [ 泪 ] [ 泪 ] [ 泪 ] [ 抓狂 ] [ 抓狂 ] [ 抓狂 ],2,2,2,2,1
740,3743,好好 加油 ! ! ! keep   ur   chin   up ! ! !,1,1,1,1,1
741,3744,"海边 婚礼 演出 结束 , sax 和 bass 真是 怪兽 级别 的 ~ 赚 了 75 美金 [ 嘻嘻 ]",5,5,5,5,5
742,3745,"抢 票 就是 战场 , 即使 胜利 告终 , 也 是 伤痕累累",0,0,0,0,0
743,3746,"睡觉 , 没 人 心疼 , 要 学会 自己 心疼 自己 [ 可怜 ] , 谨记 . . . . . . . .",2,2,2,2,2
744,3747,是 不是 该 在 你 消失 的 日子 做 什么,0,0,0,0,0
745,3748,很 好 . . . 停水 又 停电 . . . . 华商 很 哈佛 啊 . . . . . . . . . .,3,1,1,5,5
746,3749,蹭 洒水 车 洗 了 个 车 [ doge ] 连续 超车 什么 的 好 爽,5,5,3,3,3
747,3750,我 在 通宵 看书 ! 精神 打 起 ! 加油 ! 你 可以 的 ~,1,1,1,1,1
748,3751,[ 馋嘴 ],0,5,5,5,0
749,3752,"4s 到货 了 , 纠结 自己 换 不 换 ? [ 偷 笑 ] [ 偷 笑 ]",5,5,5,5,2
750,3753,"有 无 皆 忧伤 , 不如 若无其事 。",2,3,0,0,0
751,3754,文笔 不好 又 不会 作图 做 视频 的 cp 饭 应该 挺 自卑 的 [ 嘻嘻 ],2,5,5,1,1
752,3755,"拜托 , 不是 你 想 怎样 就 怎样 的 。 [ 挖 鼻 屎 ] [ 挖 鼻 屎 ]",3,3,3,3,0
753,3756,"训 左 13 个 钟 , 精力 翻 嗮 离",0,0,0,0,0
754,3757,"请 允许 我 礼貌 并且 优雅 地 说 一 句 , 去 你 大爷 的 。 谢谢 。",4,1,1,1,1
755,3758,我 好 想 你,1,1,2,2,2
756,3759,"老子 腰 特别 疼 , 要 断 了",3,3,2,3,2
757,3760,梅州 东山 中学 西 校 门口 签到 : 哥 我 要 坐车 回 校 了 … … …,0,2,2,0,2
758,3761,我 把 钱 放 进 洗衣 机 里 了 。 。 。 。,0,3,3,3,2
759,3762,我 操 你 妈 谦 逼 ! ! ! ! 哥 睡 了,4,4,4,4,4
760,3763,原来 后天 就 返校 交 作业 了 啊 我 还 以为 我 有 很多 时间 呢 . . . [ 生病 ],2,2,2,2,2
761,3764,感觉 眼睛 越来越 小 了 5555,2,5,2,2,2
762,3765,人生 微醉 时刻 最好,1,1,0,0,0
763,3766,建议 到 医院 进行 检查 确定 为 宜,0,0,0,0,0
764,3767,"其实 我 很多 话 想 说 , 只是 每 一个 合适 的 身份",0,2,0,0,0
765,3768,"今天 终于 看到 胸 大 无 脑 , 身 坚 智残 的 了 → _ →",0,5,5,5,5
766,3769,"真 希望 所有 人 都 可以 过 得 开心 , 过 得 幸福 ~ ~ ! [ 抱抱 ]   [ 抱抱 ]",5,5,1,5,5
767,3770,一早 被 热 醒 的 感觉 真 tm 的 憋 去 [ 风扇 ],3,4,2,2,2
768,3771,"23 岁 还 长 尽头 牙 , 疼 死 我 了 。",3,4,2,2,2
769,3772,"这 时候 通知 我 要 来 寝室 装 空调 , 我 是 装 还是 不 装 。 。 。",0,3,3,3,3
770,3773,"没有 人 喜欢 孤独 , 只是 不 愿 失望 。",2,2,2,2,0
771,3774,貌似 我 这次 很 有 减肥 的 决心 [ 赞 ],1,1,1,1,1
772,3775,隐隐约约 感觉 得到 ~,0,5,1,1,5
773,3776,去 不到 . 你 妹子 [ 怒骂 ] [ 怒骂 ] [ 怒骂 ],4,2,2,2,5
774,3777,好 热 啊 [ 泪 ] 1t 硬盘 到 了 [ 心 ],0,2,2,2,5
775,3778,看到 跟 @ 何炅   一 天 生日 瞬间 好 开心 ! [ 太阳 ] [ 挤眼 ] [ 害羞 ],5,5,5,5,5
776,3779,唉 ! 感觉 我 的 驾照 是 白 考 了 … …,2,2,2,2,2
777,3780,谁 这么 好心 呀 ! ! 给 我 充 了 50 元 话费 ~ 哈 哈哈,5,5,5,5,5
778,3781,2011 最后 一 天 要 开心 [ 亲亲 ] [ 嘻嘻 ],5,5,5,5,5
779,3782,"还有 三 小时 就是 所谓 末日 , 个 么 , 我 爱 大家 ! ! ! ! [ 偷 笑 ]",5,5,5,5,5
780,3783,今天 终于 见 着 某些 lo 娘 的 矫情 了 。 太 tm 扯淡 了,3,5,5,5,5
781,3784,惊喜 ? 会 是 什么 惊喜 呢 ?,5,0,0,0,0
782,3785,"我 失眠 了 ~ 我 真的 失眠 了 , , 。 。 、 、 [ 委屈 ]",2,2,2,2,2
783,3786,刚刚 完工 的 宝贝 61 活动 演出 服装,0,1,1,5,5
784,3787,吉娃娃 果然 是 条 神经 质 的 狗 … 真 不 讨 人 喜欢 …,3,3,3,3,3
785,3788,又 冷 又 饿 。 。 。 otz,2,3,2,2,2
786,3789,今晚 我 还 想 吃 蛋糕 [ 馋嘴 ] [ 馋嘴 ] [ 馋嘴 ] [ 馋嘴 ],1,5,5,5,5
787,3790,"哦 对了 , 粉丝 爆 增 。 。 神马 状况 。 。",0,1,1,1,0
788,3791,"少 了 点 什么 ,",0,3,3,3,3
789,3792,"神奇 的 网络 , 无所不能 。",0,0,0,0,0
790,3793,蚊子 你 把 我 吃 了 吧,3,3,3,3,3
791,3794,"为了 一个 iphone , 至于 吗 ?",0,0,3,3,3
792,3795,猫 宁 [ 阳光 ] [ 微风 ],0,1,5,1,5
793,3796,咋 忘记 发 钱 咯 呢 [ 汗 ],0,2,5,2,2
794,3797,这 环境 真 让 我 有点 无话可说 … …,2,2,2,2,2
795,3798,今天 没有 饿 的 感觉,2,2,2,2,2
796,3799,终于 解放 了 ~ ~   辞职 咯 ~ ~,5,5,5,5,5
797,3800,"竟然 有 蚊子 , 什么 世道 ! ! ! !",4,4,4,4,4
798,3801,聚餐   吃饭   !,5,5,5,5,5
799,3802,5.1 值班 。 不 劳动 的 劳动 节 怎么 能 叫 劳动 节 呢 ? [ 挖 鼻 屎 ],0,2,3,3,3
800,3803,喜欢 大连 [ 心 ],1,1,1,1,1
801,3804,吃 饱 真是 舒服 !,5,5,5,5,5
802,3805,"去 , 还是 不 去 ? 这 是 个 很 严重 的 问题 。",0,3,3,3,3
803,3806,[ moc 大 口 吃 ] [ moc 大 口 吃 ] 嗲 的 ~ 在 我 最 饿 的 时候 - 0 - 雪中送炭 纳 !,1,1,1,1,1
804,3807,明天 早上 回家 噜 ~ ~ 各种 羡慕 吧 ! 咔 咔 咔,5,5,5,5,5
805,3808,这 时候 那些 住 10 楼 以下 的 单位 用户 开心 死 了 。 低 楼层 优势 啊 。,5,2,3,3,3
806,3809,[ 微笑 ] 组装 了 鞋 架 。 更换 了 水管 。 喂 个 猫 。 看 个 小丸子 。,5,5,1,0,0
807,3810,蛋 包饭 . . 我 终于 可以 一 试 你 噶 味道 喇 . . 哈哈 . .,5,5,5,5,5
808,3811,"秋意 的 第 一 天 , 我 很 配合 的 感冒 了 ~ [ 生病 ]",2,2,1,2,1
809,3812,修 房子 的 终于 来 了 [ 鄙视 ] [ 鄙视 ] [ 鄙视 ] [ 鄙视 ],3,3,5,5,5
810,3813,"累 坏 了 , 我 要 好好 睡 一 觉",2,2,3,3,5
811,3814,"最近 点 不顺 , 闹心",3,3,3,3,3
812,3815,小 了 卖 直 @ 放荡不羁 洛默 君   @ 肖楠 shawnan   @ 林 晓纯 児   [ 挖 鼻 屎 ],0,5,5,3,0
813,3816,"又 睡 到 中午 , 饿 了 。 爬 起来 去 找 吃 的 。",3,3,2,3,2
814,3817,各种 纠结 . . . 明天 又 三缺一 老 . . .,2,2,2,2,2
815,3818,"第 二 天 了 , 一 粒 米 的 滋味 都 没 尝 过 。 有点 意思 。 。",2,2,2,2,2
816,3819,"一个 人 在 被窝 里 静静 的 , 暖暖 的 等待 新年 。 。 。 [ 爱心 传递 ]",1,1,1,1,0
817,3820,"你好 五 月 , 看清 了 人 , 希望 不 算 晚 , 再见 ! 再也 不见 !",0,1,2,2,1
818,3821,"一 首 歌 一个 人 , 你 想起 了 谁 ?",0,0,0,0,2
819,3822,"选课 , 怎么 纠结 就 怎么 纠结 吧",3,3,3,3,3
820,3823,一直 期待 的 结局 啊 …,1,1,1,1,1
821,3824,起床 吃 早餐,0,0,0,0,5
822,3825,大 三 不过 如此 … … …,0,5,2,2,2
823,3826,总 有 那么 几 天 心情 特别 差 的 时候 。 啊 … 你 大爷 的 !,4,2,2,2,2
824,3827,有 一个 买家 叫 柱 的 宝   哈 哈哈 哈哈,5,5,5,5,5
825,3828,早 ! [ 抓狂 ],4,4,5,4,5
826,3829,放学 了 ! 其实 这 每天 的 课 上 的 满 搞笑 ! ! 真 开心,5,5,5,5,5
827,3830,刚刚 有人 叫 我   小 朋友 [ 浮云 ]   我 嘴角 忍不住 上扬 [ 偷 笑 ],5,5,5,5,5
828,3831,多 了,0,5,3,5,3
829,3832,我 想 要 格子 衫 啊 ! ! ! 啊 ! ! !,4,4,1,1,4
830,3833,你 去 经 二 路 的 奇台 拌面 吧,0,0,0,0,3
